"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0024288",52.1272934049242,4.78620230396678,0.650372928858906,5.82158656358861,5.82916007715199e-09,2.94646897311571e-06
"FBgn0040099",803.566017875058,1.96851175385197,0.167137491120057,5.79470080208558,6.8443088786151e-09,3.26739701077442e-06
"FBgn0036821",420.800533426581,2.12114774371145,0.196834491944477,5.69589065735338,1.22729517776467e-08,5.55060392764832e-06
"FBgn0259715",825.676651563174,1.90318581911397,0.16051966127958,5.62663671175378,1.83757160672024e-08,7.89512640827349e-06
"FBgn0051092",169.055755666194,-2.54397552940843,0.279618917912094,-5.52171341244451,3.35709735380375e-08,1.37369226482075e-05
"FBgn0085359",42.6424895647158,5.45551435801533,0.848024395777994,5.25399314005319,1.4883642644557e-07,5.81341551112173e-05
"FBgn0000406",270.94890667949,2.2623078160503,0.242545189034351,5.20442322965032,1.9460004965574e-07,7.27042707257292e-05
"FBgn0267992",368.783845841443,2.09022980003237,0.216496869800023,5.03577627260574,4.7591616528422e-07,0.000170397817011971
"FBgn0037290",66.2395418597951,-3.24393248006475,0.451270214282092,-4.97248080872019,6.61015166020435e-07,0.000227204132864544
"FBgn0052407",176.490639321096,2.30213507192198,0.270846079531077,4.80765708027379,1.52709419825676e-06,0.00050470463252386
"FBgn0023479",2949.04768558945,1.57239727695636,0.126263346107794,4.53336058801805,5.80525868033713e-06,0.00184757732741248
"FBgn0262733",359.207313889143,-1.89105687452379,0.204054097047284,-4.36676786899954,1.26098616780792e-05,0.00386987647856194
"FBgn0261673",66.5210008683672,-2.87583326268514,0.434911384760122,-4.31313901731904,1.60952840895348e-05,0.00476919917866801
"FBgn0037754",156.8812962701,2.16029124862295,0.269922794803496,4.29860416000672,1.71877123387216e-05,0.00492313373755449
"FBgn0011260",200.451521689802,-2.01926101989235,0.244265481390799,-4.17275913931382,3.00933022640875e-05,0.00834166923726786
"FBgn0033367",15749.9822333464,-1.50397790186762,0.123558122018177,-4.07887311360621,4.52545268328249e-05,0.012152254658577
"FBgn0040827",191.956324996166,1.98906229220425,0.250435555408192,3.9493684935917,7.8357645503988e-05,0.0204038559944172
"FBgn0016715",122.387426527871,2.24814484473409,0.320971933884385,3.88864169408553,0.000100806811495366,0.0254774391523436
"FBgn0261584",155.400420020875,2.10905582305769,0.291411809897972,3.80580259751993,0.000141345086090265,0.0347022378506755
"FBgn0033065",37.0968687520473,-3.25257294562145,0.601370627480517,-3.74573157165783,0.000179868839423172,0.042933692698981
"FBgn0032405",88.6162726236027,-2.32765651775973,0.357777521928911,-3.71084385235228,0.000206569499280627,0.0479743704680656
"FBgn0260011",112.151603927795,-2.20454604283995,0.328488965500082,-3.66693000176181,0.000245479957775131,0.0555107704516236
"FBgn0001226",1233.05819375818,-1.56811548353932,0.15751188719813,-3.60681021378852,0.000309984213672981,0.0682998550792801
"FBgn0264437",86.5333578876067,-2.33182335219245,0.373602007805741,-3.56481850837629,0.00036410805131364,0.0782195121234527
"FBgn0024315",75.9026966191972,2.34648384191227,0.386378546991592,3.48488251326637,0.000492353171833913,0.10319001964802
"FBgn0040091",1018.22271013272,1.55329500223963,0.160986947980719,3.43689354435051,0.000588426828414331,0.120389327061056
"FBgn0265512",68.8086425652938,2.34444236761171,0.396286233172516,3.39260427203998,0.000692315765101703,0.138350450453929
"FBgn0001224",655.853436626808,-1.56835018853858,0.174141591349775,-3.2637245596143,0.0010995800749617,0.214742990548771
"FBgn0031703",94.9219600917925,2.08759814367857,0.336527081062907,3.23182948677842,0.00123000429040626,0.234876152610244
"FBgn0053307",905.597844220202,1.55576656658225,0.174212372285893,3.19016703170888,0.00142190586265727,0.265618197343781
"FBgn0261284",60.7808393284915,-2.3360117474354,0.422656705584527,-3.16098557004488,0.00157236287747641,0.287474770343719
"FBgn0037646",39.0164050863514,2.76538908012527,0.565822032326784,3.12004301576169,0.00180824631665156,0.323713762478893
"FBgn0034389",104.983384461963,2.05460032842762,0.33922121091132,3.10888675149301,0.00187793684695753,0.329328802569511
"FBgn0283437",6422.34180762423,-1.39495178344145,0.12748767346469,-3.09796055342434,0.00194857363417891,0.334881864769988
"FBgn0265276",146.334592592763,-1.89231219344803,0.292662358266834,-3.04894759521643,0.00229644536760413,0.386928530271025
"FBgn0039640",71.4092795205546,2.17721105851899,0.391229339458602,3.00900505097103,0.0026210475834261,0.433128113161163
"FBgn0038198",63.7583919749591,-2.38988959983479,0.465570593085968,-2.98534662729041,0.00283257144646419,0.459250687537109
"FBgn0034010",419.782150133698,1.52400491198858,0.178791117848986,2.93082183439992,0.00338066609815174,0.537964144100331
"FBgn0000116",704.029998733883,-1.46269873545348,0.158577295304955,-2.91781200179812,0.00352496803508224,0.550728187735667
"FBgn0030598",36.5166162458535,-2.61922199738313,0.56210518601133,-2.88063878021309,0.00396870189311568,0.608983131563269
"FBgn0034636",14.5643928367722,4.01386374825972,1.05631296003172,2.85319205793822,0.00432824542148938,0.652501980822075
"FBgn0038237",26.3250441821425,2.82970033920126,0.672720135393688,2.71985368496587,0.00653108080305456,0.967613402424963
"FBgn0250732",1084.2979901037,0.209435633685596,0.134180603384879,0,1,1
"FBgn0027948",7534.58967359528,-0.221869793826431,0.1268039058873,0,1,1
"FBgn0038675",221.824330785129,-0.24866781077158,0.220531682330935,0,1,1
"FBgn0037610",203.259941042073,-0.252624467464665,0.235137081797176,0,1,1
"FBgn0261859",1111.87231224198,-0.288989023640972,0.152766831232774,0,1,1
"FBgn0037363",1605.79874211386,0.311527084144212,0.137415596745358,0,1,1
"FBgn0039732",122.177335515767,0.362632428441505,0.2830352780877,0,1,1
"FBgn0038224",967.643488560543,-0.196872858479741,0.138225226920825,0,1,1
"FBgn0264776",246.656948811678,0.26465419364691,0.235404498214675,0,1,1
"FBgn0261436",708.758561187758,0.145102509355087,0.160576755934528,0,1,1
"FBgn0027574",404.249957791226,0.249363534933844,0.182875061818891,0,1,1
"FBgn0260746",1207.11198934766,-0.232640711978579,0.1485476955362,0,1,1
"FBgn0037930",2173.87229610539,-0.156941301322634,0.12728562425591,0,1,1
"FBgn0027095",1817.44873454817,-0.258236460813238,0.149924647003031,0,1,1
"FBgn0051450",224.968845817558,0.122195589936149,0.244863762043956,0,1,1
"FBgn0037794",224.03911815286,-0.0305242014176615,0.226583679266648,0,1,1
"FBgn0039229",1507.43923562062,0.0298426801076819,0.132673680160697,0,1,1
"FBgn0065064",20.4349353153153,-0.367935885398596,0.749757759173611,0,1,1
"FBgn0038737",158.052479533458,-0.26589582952549,0.258040225262278,0,1,1
"FBgn0039291",67.0325454184744,0.359988711408564,0.373408799933525,0,1,1
"FBgn0038966",305.955202531042,0.400463074566445,0.201420761614064,0,1,1
"FBgn0038055",288.613124470593,-0.207792225015825,0.203397492016499,0,1,1
"FBgn0261792",263.011706752196,0.0768103712974037,0.213077527804627,0,1,1
"FBgn0037709",268.454319940631,0.130474235493794,0.210787832790225,0,1,1
"FBti0019291",40.3741341699584,0.805479787694041,0.533704646304432,0,1,1
"FBgn0037777",43.0182752468243,0.412375199333071,0.452324438609428,0,1,1
"FBgn0046685",1306.74382339159,-0.139158573705626,0.133503163622561,0,1,1
"FBgn0038993",9.40015279679586,0.251869439330304,0.942687253089782,0,1,1
"FBgn0004395",757.969771009377,0.255328096273216,0.147374830324743,0,1,1
"FBgn0266674",435.714802451052,-0.0752624758973077,0.177080791838271,0,1,1
"FBgn0039019",262.94660236518,-0.310693847826393,0.207024146476761,0,1,1
"FBgn0039172",1253.22754375005,-0.316863733166766,0.148935384759792,0,1,1
"FBgn0011290",552.645050558508,-0.215356533267749,0.165116342180109,0,1,1
"FBgn0037747",309.611994807638,-0.232995350634388,0.199287930945704,0,1,1
"FBgn0037751",178.352618001915,-0.16136703280141,0.243250234141958,0,1,1
"FBgn0039486",7.47858105772986,-2.46432057296025,1.27391517777948,-1.14946473556635,0.250364399850931,1
"FBgn0039073",166.703696359845,-0.511127618846834,0.273137280453819,0,1,1
"FBgn0040256",99.6238307159288,0.31376125830933,0.315315100543807,0,1,1
"FBgn0039404",182.752330958607,-0.344768480692695,0.237132095165858,0,1,1
"FBgn0005674",3879.23524622073,0.0894393788404066,0.116013579974633,0,1,1
"FBgn0011768",1937.25571307695,-0.173792877970652,0.121065223970746,0,1,1
"FBgn0037917",643.274965523621,0.408302895694782,0.162634882743823,0,1,1
"FBgn0086365",3179.2142000696,0.576082859242155,0.113826804906338,0,1,1
"FBgn0017567",1105.26473620979,0.0597298293402367,0.149547598160412,0,1,1
"FBgn0039290",307.429791373796,0.269907336934668,0.202230223784167,0,1,1
"FBgn0038577",246.813600874252,-0.296484602736916,0.212825012884987,0,1,1
"FBgn0037720",1186.75793738774,0.00755749691369842,0.147594942876667,0,1,1
"FBgn0038344",2234.01168556718,-0.0496980006751343,0.120513725176355,0,1,1
"FBgn0037678",36.3991323839045,-2.03688067981653,0.611438097313562,-1.69580646736311,0.0899225373016698,1
"RR48352_transposable_element",8.37276497373463,-0.441889825917132,1.00569095564244,0,1,1
"FBgn0051072",521.027959726082,-0.00137791174527805,0.163243340599258,0,1,1
"FBgn0037718",2437.82214475944,0.29700403915635,0.123583987833769,0,1,1
"FBgn0286071",471.324033537001,-0.768021495765662,0.170787294471298,0,1,1
"FBgn0266399",61.9582496503835,0.213564650814052,0.412061614055837,0,1,1
"FBgn0041588",823.541404974298,-0.342992738639146,0.144078618295519,0,1,1
"FBgn0039557",522.667791364752,-0.224602736936497,0.164572948786336,0,1,1
"FBgn0266598",10.7893432301406,-0.450286908163852,0.882733393394872,0,1,1
"FBgn0038725",30.8716116305353,-0.191801190529792,0.5495041132066,0,1,1
"FBgn0039302",6024.77146150841,0.0147953756925783,0.122830706073563,0,1,1
"FBgn0039461",196.636135179067,0.0382816929012194,0.267610209861473,0,1,1
"FBgn0037894",1652.23986087388,-0.151033662489934,0.139796812115489,0,1,1
"FBgn0051224",2226.89382592362,-0.0237464178676427,0.123560085651614,0,1,1
"FBgn0054008",31.0010457092365,-0.866674133908029,0.553951630074415,0,1,1
"FBgn0039714",2263.66629916627,0.788602741301112,0.120405750508449,0,1,1
"FBgn0037802",78.3944810128663,0.140743251426318,0.345604870588403,0,1,1
"FBgn0039328",162.811315127127,0.359202928058414,0.256948527847717,0,1,1
"FBgn0285912",28.9313784531933,0.725992627528165,0.564780514912502,0,1,1
"FBgn0051116",168.90406659421,-0.547591277962509,0.249695657489623,0,1,1
"FBgn0266672",1343.7757224977,0.029506165968162,0.131570359160086,0,1,1
"FBgn0017550",954.542531554955,0.158847104152136,0.147193137191528,0,1,1
"FBgn0037679",151.820553649542,-0.142234037002487,0.273168001942828,0,1,1
"FBgn0040609",226.541113773127,0.0697744058837359,0.220581521904155,0,1,1
"FBgn0014931",229.994852691556,0.379545909730614,0.226917744995068,0,1,1
"FBgn0267408",3122.02666636726,-0.323469489986164,0.11479003801625,0,1,1
"FBgn0038115",7.27479461379911,1.16230271656711,1.21837283487757,0.133212684919567,0.894025179142737,1
"FBgn0038745",1345.24603744888,0.277673493511888,0.133665815841941,0,1,1
"FBgn0038321",135.322035219892,-0.0962338512588333,0.277433346165126,0,1,1
"FBgn0263594",10778.8218942133,-0.00679585365616821,0.106692547578663,0,1,1
"FBgn0015568",213.679046295992,-1.02887169794745,0.254990690671298,-0.1132264784704,0.909851003866189,1
"FBgn0038881",1103.10546516311,0.0931172400039486,0.145785074804463,0,1,1
"FBgn0259139",2052.47516176704,0.0123213048429764,0.124858476635847,0,1,1
"FBgn0262112",18.777798361301,0.00314803673404863,0.673022105168872,0,1,1
"FBgn0039258",241.919056118697,-0.324656379735326,0.223165084663862,0,1,1
"FBgn0039415",30.0918758123615,-0.415453390479626,0.659336383504498,0,1,1
"FBgn0002924",4739.85426715431,-0.173416804302797,0.11047370889745,0,1,1
"FBgn0051211",1153.69888230608,0.0553030174424322,0.150469185895805,0,1,1
"FBgn0038717",17.4317059017919,0.104482952243616,0.723677085483582,0,1,1
"FBgn0262962",15.9556637272689,-0.0888383629610786,0.751275357476598,0,1,1
"FBgn0038049",749.499789108784,-0.43942448387381,0.153633009029134,0,1,1
"FBgn0005777",1348.4819523628,0.0606070204765479,0.129375582477554,0,1,1
"FBgn0261238",880.762910547126,-0.770413214566038,0.158461521644629,0,1,1
"FBgn0037891",1537.29808778182,-0.208005460651052,0.143190001636707,0,1,1
"FBgn0039182",1051.18899513439,0.169034502783692,0.144737169807137,0,1,1
"FBgn0040080",1809.37991245951,-0.199207924903266,0.13567957195505,0,1,1
"FBgn0037383",155.837486778599,0.00739495237528727,0.258283708052481,0,1,1
"FBgn0037779",377.133671365716,0.261583785926119,0.180286770264052,0,1,1
"FBgn0000533",9.0008884357828,0.366514199174541,1.05855473507958,0,1,1
"FBgn0263025",110.117978673522,-0.306636177985008,0.317162845341027,0,1,1
"FBgn0264291",218.245051733254,0.188149771899156,0.226381326983922,0,1,1
"FBgn0010340",96.7279562736184,0.164346960913152,0.334562640225538,0,1,1
"FBgn0038490",75.5182146241798,0.108875794060872,0.347534068067643,0,1,1
"FBgn0014930",295.437935289788,-0.12541464651443,0.217941843756992,0,1,1
"FBgn0038809",1885.44554827357,0.0571494316492076,0.122159680987479,0,1,1
"FBgn0038678",127.473562491353,0.11724058914748,0.277128700661912,0,1,1
"FBgn0037478",282.868076927841,-0.129275093516339,0.204982653109013,0,1,1
"FBgn0038428",460.342178108631,-0.324303608445201,0.18142993287687,0,1,1
"FBgn0015270",356.079115261022,0.220325226140519,0.186738330023906,0,1,1
"FBgn0038853",1937.57692218534,0.0560520632601395,0.125541352338365,0,1,1
"FBgn0038306",485.008788811566,-0.105923458864687,0.170086163971389,0,1,1
"FBgn0051320",286.277172968176,0.254671889055427,0.202464106535851,0,1,1
"FBgn0051184",282.436338898917,-0.265797751924875,0.217577412389101,0,1,1
"FBgn0039870",198.617393582085,-0.299909113241643,0.232143773210438,0,1,1
"FBgn0003165",4840.21320440077,-0.102889227411594,0.137461750438198,0,1,1
"FBgn0038760",605.126998420073,0.00081869692807663,0.164108933108695,0,1,1
"FBgn0002781",2922.42980209694,-0.0458639083759065,0.132134845014425,0,1,1
"FBgn0038034",338.048758362257,0.213465108622419,0.198666392311799,0,1,1
"FBgn0053970",19.563452777422,0.539767079804953,0.660839182865215,0,1,1
"FBgn0038332",308.054846303194,0.189020479619342,0.213877186949435,0,1,1
"FBgn0024957",1332.67280676376,0.00382084586795166,0.128673413012858,0,1,1
"FBgn0023212",1180.77404622393,-0.0254013080354136,0.133627355295255,0,1,1
"FBgn0027492",5396.87975657818,0.140388280588666,0.115192110168926,0,1,1
"FBgn0011289",1803.65350629734,0.0861216144237782,0.123686120345482,0,1,1
"FBgn0263986",10.3079133922379,-1.53033873940341,0.95759905570803,-0.553821284850048,0.579701159959057,1
"FBgn0015269",1153.72047776835,-0.0367601571924772,0.1390836955615,0,1,1
"FBgn0039054",6.72489312020703,0.429378912724793,1.20030621874459,0,1,1
"FBgn0286828",288.845436030397,0.0738043738599028,0.208271679570386,0,1,1
"FBgn0028734",3461.17204133928,-0.0612733544990539,0.130127612328943,0,1,1
"FBgn0039789",181.358402088182,-0.00799545726908749,0.24406827727959,0,1,1
"FBgn0011766",4509.82760442884,0.24100158769681,0.141677639491627,0,1,1
"FBgn0051510",198.464631472782,0.161789892885894,0.240441066020927,0,1,1
"FBti0019447",12.0126509460082,-0.683164538471328,0.870309009040044,0,1,1
"FBgn0038535",5068.64844328919,0.0377064768108405,0.115252877613754,0,1,1
"FBgn0260444",460.963089301772,-0.1739254944892,0.178982319535232,0,1,1
"FBgn0038437",63.9667936158599,0.126852717133003,0.399137745974985,0,1,1
"FBgn0038369",883.719068746445,-0.153445815891862,0.145707412535158,0,1,1
"FBgn0263047",31.9477556275712,-0.56706443388297,0.611301595665035,0,1,1
"FBgn0011785",2382.52798876875,-0.140399840510209,0.141271409809656,0,1,1
"FBgn0037705",341.33038715525,0.613527293883488,0.224475609420373,0,1,1
"FBgn0038454",216.415102107771,-0.12162043739494,0.22790786824361,0,1,1
"FBgn0260743",146.695155259749,0.126377768891261,0.262131819792149,0,1,1
"FBgn0067629",48.2171878366434,-0.0156406717729076,0.43614275276133,0,1,1
"FBgn0039726",333.790975777708,-0.0261670893964761,0.219376807847591,0,1,1
"FBgn0260634",2057.90429322571,-0.0949270142924407,0.140963401595233,0,1,1
"FBgn0037231",20.4502783700138,-0.218601542277566,0.650492047761365,0,1,1
"FBgn0037817",25.1221417536171,-0.553052301318826,0.610381879459599,0,1,1
"FBgn0004876",1119.63802099953,-0.150436630988726,0.160019920399934,0,1,1
"FBgn0037834",1580.18542104408,-0.232437004737263,0.127193566014847,0,1,1
"FBgn0000723",1949.00846067176,0.080338320473463,0.13177383553114,0,1,1
"FBgn0037313",1345.75940551076,0.149086781838263,0.143241127753366,0,1,1
"FBgn0037890",543.42518867632,0.0401150225121172,0.166467248008102,0,1,1
"FBgn0039350",182.657484527853,-0.212191117340389,0.23670577161127,0,1,1
"FBgn0015781",231.217576703289,-0.0712577131073148,0.215190061685255,0,1,1
"FBgn0053294",43.451553814484,0.376287445761605,0.488786904921617,0,1,1
"FBgn0037737",225.510987394336,0.196293694490666,0.225933031731276,0,1,1
"FBgn0051551",17.0647318149398,0.5213293646637,0.822514466430578,0,1,1
"FBgn0051514",29.3822966555572,0.676541539283847,0.54464579254452,0,1,1
"FBgn0039215",1201.02364088363,-0.0538661775193842,0.135083679942666,0,1,1
"FBgn0037943",521.121387201657,0.180674776413807,0.177467304002162,0,1,1
"FBgn0038478",391.574883285712,-0.00445433909599415,0.182099465165445,0,1,1
"FBgn0028684",1038.14177657001,-0.250495169328344,0.140697548206252,0,1,1
"FBgn0051195",953.983810754262,-0.925436170017189,0.144179746069603,0,1,1
"FBgn0028487",430.949608876982,0.254976165245073,0.176051736426461,0,1,1
"FBgn0002719",8073.93975591733,0.0529410116790671,0.112339115521906,0,1,1
"FBgn0000279",45.285554071948,-0.305453574825516,0.449785477890199,0,1,1
"FBgn0027841",204.236645448344,-0.156073675082968,0.227832135466369,0,1,1
"FBgn0261479",422.662575593617,0.0507803222967184,0.175089204798737,0,1,1
"FBgn0039696",710.18020046994,-0.384626206617583,0.151160166495669,0,1,1
"FBgn0038331",549.177159975362,0.215185383757193,0.165085451502748,0,1,1
"FBgn0039261",877.485241906496,-0.0353094590437095,0.141303469474267,0,1,1
"FBgn0037630",25.4956774194005,-0.553587616409416,0.590707823800033,0,1,1
"FBgn0266744",18.7965357652364,-0.577647206768276,0.724340919320463,0,1,1
"FBgn0037746",513.643004800536,-0.246650463274144,0.167091434845454,0,1,1
"FBgn0038854",996.035603644302,0.00890668208418031,0.139134400292515,0,1,1
"FBgn0037656",140.786558634724,-0.0548423958359515,0.263698535029603,0,1,1
"FBgn0039510",35.4893041438334,0.135629597446243,0.511161063821635,0,1,1
"FBgn0037700",705.230631561283,-0.325727814077225,0.156619675673775,0,1,1
"FBgn0037466",525.446030774886,0.199183368055381,0.165341937244685,0,1,1
"FBgn0039101",257.241194977154,0.785521833930964,0.214400217145856,0,1,1
"FBgn0011655",1366.62680851116,0.078154468771016,0.171416638900736,0,1,1
"FBgn0039274",176.934597406397,0.326601828524513,0.264255430847375,0,1,1
"FBgn0039731",111.925331494752,-0.229242715069465,0.299524408089732,0,1,1
"FBgn0039250",738.982254055668,0.149572996736225,0.154432839273711,0,1,1
"FBgn0015513",3554.25690790387,-0.069970507780773,0.120317500472536,0,1,1
"FBgn0017581",23396.9329852657,0.113311591251972,0.114746444266763,0,1,1
"FBgn0020249",1046.09791457472,-0.26401800852035,0.146699674517299,0,1,1
"FBgn0040600",573.086950501673,-0.185089156210155,0.16714556433777,0,1,1
"FBgn0024329",2979.281196522,-0.0584945289526668,0.119370326060002,0,1,1
"FBgn0039465",451.8958065686,-0.20295802400011,0.169743612564718,0,1,1
"FBgn0013343",2629.6492312261,-0.174969286333891,0.12755317717476,0,1,1
"FBgn0027873",697.836467856183,0.104417556117223,0.163648764132456,0,1,1
"FBgn0038197",395.219129100753,0.154914777324709,0.192125397783937,0,1,1
"FBgn0038952",183.213630435979,-0.401167497985386,0.256822174453586,0,1,1
"FBgn0000139",609.618324729735,0.417220377568867,0.171132123546212,0,1,1
"FBgn0020238",13621.5348865858,-0.260121162326593,0.110736815280556,0,1,1
"FBgn0038476",1278.84726900074,-0.692533343287387,0.130684220461419,0,1,1
"FBgn0037850",348.520963264996,-0.550334941034425,0.192660023561945,0,1,1
"FBgn0037270",5502.89453989111,-0.00728913399919965,0.115317183404205,0,1,1
"FBgn0038965",312.692616226795,0.03582879936826,0.19688309577067,0,1,1
"FBgn0003268",2326.73207023948,-0.128703576338891,0.127106597877966,0,1,1
"FBgn0260935",376.202738030804,0.130224441933393,0.183605550927567,0,1,1
"FBgn0026566",675.762255855199,-0.212333739649765,0.153462593771156,0,1,1
"FBgn0037540",106.129595375905,0.0286978317005229,0.298550181125769,0,1,1
"FBgn0044871",332.902892775574,0.0525370163334124,0.208285069411271,0,1,1
"FBgn0039674",578.154317886988,-0.0662103706899887,0.167666715347805,0,1,1
"FBgn0051522",686.36541792002,-0.257151338316926,0.1599743906426,0,1,1
"FBgn0283535",3697.80113630251,0.0930896291611737,0.113121917088185,0,1,1
"FBgn0023083",1026.37256010415,0.0669552825589972,0.140052901261667,0,1,1
"FBgn0037902",83.2341338910204,-0.341970930136143,0.337200576982696,0,1,1
"FBgn0051133",93.9153481762797,-0.22297073434668,0.360297199506228,0,1,1
"FBgn0004107",211.874881398472,-0.431645576647573,0.230397758309904,0,1,1
"FBgn0250823",2318.25353426956,0.131595168211439,0.124852059682347,0,1,1
"FBgn0037812",11.8787477642705,-0.860048184803233,0.848620033940797,0,1,1
"FBgn0037950",13.6555454687878,0.17116996834216,0.790600000233758,0,1,1
"FBgn0004197",1260.25858806456,0.348947248010207,0.136046663261541,0,1,1
"FBgn0037714",36.3991960862028,0.119660889491152,0.491937781341557,0,1,1
"FBgn0037844",249.738591197046,-0.77447866302166,0.214792646066436,0,1,1
"FBgn0037883",63.1771933862347,0.187833372689283,0.383562118447383,0,1,1
"FBgn0039877",576.852250384129,0.0655099937271447,0.165834523223831,0,1,1
"FBgn0038206",623.3257229411,-0.0531712244742741,0.158055885345474,0,1,1
"FBgn0039764",73.0306021415036,0.250166018057243,0.353811199265963,0,1,1
"FBgn0038183",249.72358377196,0.064111625125539,0.215977024962984,0,1,1
"FBgn0038806",244.15900917154,-0.0896742845124859,0.218202769925236,0,1,1
"FBgn0022943",268.458637112349,-0.0373927234013472,0.204154040379079,0,1,1
"FBgn0005585",21500.5561619521,-0.307207520664124,0.112010654470818,0,1,1
"FBgn0040212",524.18546281913,-0.202358924956401,0.169664130410968,0,1,1
"FBgn0040551",29.2218787861788,-0.383746047215076,0.59198015478175,0,1,1
"FBgn0261885",9881.60800413931,0.0333648592975052,0.332451400988335,0,1,1
"FBgn0039494",2128.55369711646,0.32141727850283,0.13370909676616,0,1,1
"FBgn0037955",690.452057403421,-0.0235893497176186,0.152730058736692,0,1,1
"FBgn0086253",729.189147537144,-0.495250094057636,0.149285348024737,0,1,1
"FBgn0039297",8.85905475600415,-0.0948672261348249,0.99553604262906,0,1,1
"FBti0019299",12.4519220168219,-0.0886136574518702,0.886967856226435,0,1,1
"FBgn0038257",17.5059843618146,-0.29210241511011,0.743513421324982,0,1,1
"FBgn0015240",485.961307843457,0.349753917049045,0.180341021868227,0,1,1
"FBgn0261261",1141.95182180235,0.35780500284349,0.14062874643365,0,1,1
"FBgn0039109",389.478285696668,1.14707293788394,0.188913430196302,0.778520286943694,0.436262351665727,1
"FBgn0027563",11.8371481146685,-0.183539061480247,0.842531339496032,0,1,1
"FBgn0004387",2091.82221325155,0.330847040523363,0.126362260129081,0,1,1
"FBgn0038195",1694.94411901937,0.0265877809460469,0.128182690787494,0,1,1
"FBgn0039543",378.824801283199,-0.190493073169182,0.179897928376706,0,1,1
"FBgn0020018",254.039072787988,-0.480672537715093,0.210282939967212,0,1,1
"FBgn0267435",55.9913613947987,-0.00125105978275929,0.41106394360853,0,1,1
"FBgn0014366",536.358831187404,-0.0684714521343869,0.163251072796768,0,1,1
"FBgn0037305",535.308895521455,-0.241483537249852,0.18163540454668,0,1,1
"FBgn0037670",94.3258381588614,0.340874741922456,0.330978353909404,0,1,1
"FBgn0038469",7.3795108041535,1.18405881088926,1.2539215977483,0.1467865385043,0.883300510303048,1
"FBgn0037923",32.7628226433275,-0.422408377889997,0.53244960982477,0,1,1
"FBgn0037708",79.7917300827035,-0.190801185014894,0.34652811756311,0,1,1
"FBgn0040078",856.11764144229,-0.181245993204855,0.146988307243057,0,1,1
"FBgn0266717",8329.83368109068,0.162336253026606,0.130521961972861,0,1,1
"FBgn0039026",2561.98153289401,0.400105946177925,0.138006226710972,0,1,1
"FBgn0039635",1716.45096135656,0.0501966646448705,0.127742503928887,0,1,1
"RR48332_transposable_element",52.4941516330303,-0.192323367670574,0.449264867563041,0,1,1
"FBgn0038755",222.396468910295,0.012702660306025,0.218567897685619,0,1,1
"FBgn0260440",27.6742181920145,0.0143440993508253,0.559119128256493,0,1,1
"FBgn0038744",25.0262822109092,0.557542460985846,0.617009155950099,0,1,1
"FBgn0026315",1077.27466492523,0.258149464872781,0.140105838275077,0,1,1
"FBgn0043853",8.99789178731561,-0.193298454521037,1.1729549938957,0,1,1
"FBgn0038170",7.99775375453099,0.183027275875885,1.11615515095677,0,1,1
"FBgn0005649",2259.49396642642,-0.131443865960277,0.140846927850743,0,1,1
"FBti0062875",16.763059849012,0.879261663520913,0.721054594181089,0,1,1
"FBgn0262559",2030.5412250987,0.216983584754569,0.123729704073114,0,1,1
